edificio,ejecucion,nivel,tipo_elemento,seccion,elemento_id_plano,elementTag_FE,nodo_i,nodo_j,u_i_m,v_i_m,z_i_m,u_j_m,v_j_m,z_j_m,N_i_kN,Vy_i_kN,Vz_i_kN,T_i_kNm,My_i_kNm,Mz_i_kNm,N_j_kN,Vy_j_kN,Vz_j_kN,T_j_kNm,My_j_kNm,Mz_j_kNm,N_mx_kN,Vy_mx_kN,Vz_mx_kN,T_mx_kNm,My_mx_kNm,Mz_mx_kNm,M_mx_abs_kNm
I,primera_ejecucion,P4,columna,P. 70x70,col_30.0_9.081_base_P4,208,207,206,30.0,9.081,-4.01,30.0,9.081,11.83,995.24822,-0.233686,34.712004,-4.444986,-161.382575,-3.718171,-995.24822,0.233686,-34.712004,4.444986,-388.455563,0.016592,995.24822,0.233686,34.712004,4.444986,388.455563,3.718171,388.455563
I,primera_ejecucion,P4,columna,P. 70x70,col_40.0_9.081_base_P4,211,210,209,40.0,9.081,-4.01,40.0,9.081,11.83,541.054573,-11.764837,23.016235,-4.444986,-93.642404,-64.602652,-541.054573,11.764837,-23.016235,4.444986,-270.934759,-121.75237,541.054573,11.764837,23.016235,4.444986,270.934759,121.75237,270.934759
I,primera_ejecucion,P4,columna,P. 70x70,col_45.0_9.081_base_P4,214,213,212,45.0,9.081,-4.01,45.0,9.081,11.83,785.067437,16.68545,18.17335,-4.444986,-65.078715,85.614865,-785.067437,-16.68545,-18.17335,4.444986,-222.787151,178.682665,785.067437,16.68545,18.17335,4.444986,222.787151,178.682665,222.787151
I,primera_ejecucion,P4,columna,P. 70x70,col_0.0_16.331_base_P4,217,216,215,0.0,16.331,-4.01,0.0,16.331,11.83,0.0,0.175749,-0.372847,-4.444986,5.905899,2.783865,0.0,-0.175749,0.372847,4.444986,-0.0,-0.0,0.0,0.175749,0.372847,4.444986,5.905899,2.783865,5.905899
I,primera_ejecucion,P4,columna,P. 70x70,col_10.0_16.331_base_P4,220,219,218,10.0,16.331,-4.01,10.0,16.331,11.83,0.0,0.175749,-0.939752,-4.444986,14.885668,2.783865,0.0,-0.175749,0.939752,4.444986,-0.0,-0.0,0.0,0.175749,0.939752,4.444986,14.885668,2.783865,14.885668
I,primera_ejecucion,P4,columna,P. 70x70,col_20.0_16.331_base_P4,223,222,221,20.0,16.331,-4.01,20.0,16.331,11.83,0.0,0.175749,-1.506656,-4.444986,23.865437,2.783865,0.0,-0.175749,1.506656,4.444986,0.0,-0.0,0.0,0.175749,1.506656,4.444986,23.865437,2.783865,23.865437
I,primera_ejecucion,P4,columna,P. 70x70,col_30.0_16.331_base_P4,226,225,224,30.0,16.331,-4.01,30.0,16.331,11.83,0.0,0.175749,-2.073561,-4.444986,32.845207,2.783865,0.0,-0.175749,2.073561,4.444986,0.0,-0.0,0.0,0.175749,2.073561,4.444986,32.845207,2.783865,32.845207
I,primera_ejecucion,P4,columna,P. 70x70,col_40.0_16.331_base_P4,229,228,227,40.0,16.331,-4.01,40.0,16.331,11.83,0.0,0.175749,-2.640466,-4.444986,41.824976,2.783865,0.0,-0.175749,2.640466,4.444986,-0.0,-0.0,0.0,0.175749,2.640466,4.444986,41.824976,2.783865,41.824976
I,primera_ejecucion,P4,columna,P. 70x70,col_45.0_16.331_base_P4,232,231,230,45.0,16.331,-4.01,45.0,16.331,11.83,0.0,0.175749,-2.923918,-4.444986,46.31486,2.783865,0.0,-0.175749,2.923918,4.444986,-0.0,-0.0,0.0,0.175749,2.923918,4.444986,46.31486,2.783865,46.31486
I,primera_ejecucion,P4,columna,P.M. 300x300x20,col_45.97_1.36_base_P4,235,234,233,45.97,1.36,-4.01,45.97,1.36,11.83,0.0,-0.152752,-0.676164,-0.934682,10.710438,-2.419591,0.0,0.152752,0.676164,0.934682,-0.0,-0.0,0.0,0.152752,0.676164,0.934682,10.710438,2.419591,10.710438
I,primera_ejecucion,P4,columna,P.M. 300x300x20,col_48.77_7.46_base_P4,238,237,236,48.77,7.46,-4.01,48.77,7.46,11.83,0.0,-0.074258,-0.712194,-0.934682,11.281151,-1.17625,0.0,0.074258,0.712194,0.934682,-0.0,-0.0,0.0,0.074258,0.712194,0.934682,11.281151,1.17625,11.281151
I,primera_ejecucion,P4,columna,P.M. 300x300x20,col_51.97_8.12_base_P4,241,240,239,51.97,8.12,-4.01,51.97,8.12,11.83,0.0,-0.065765,-0.753371,-0.934682,11.933396,-1.041725,0.0,0.065765,0.753371,0.934682,-0.0,-0.0,0.0,0.065765,0.753371,0.934682,11.933396,1.041725,11.933396
I,primera_ejecucion,P4,columna,P.M. 300x300x20,col_52.11_15.23_base_P4,244,243,242,52.11,15.23,-4.01,52.11,15.23,11.83,0.0,0.025725,-0.755172,-0.934682,11.961931,0.40748,0.0,-0.025725,0.755172,0.934682,0.0,-0.0,0.0,0.025725,0.755172,0.934682,11.961931,0.40748,11.961931
I,primera_ejecucion,P4,columna,P.M. 300x300x20,col_48.73_17.3_base_P4,247,246,245,48.73,17.3,-4.01,48.73,17.3,11.83,0.0,0.052361,-0.711679,-0.934682,11.272998,0.8294,0.0,-0.052361,0.711679,0.934682,0.0,-0.0,0.0,0.052361,0.711679,0.934682,11.272998,0.8294,11.272998
I,primera_ejecucion,P4,columna,P.M. 300x300x20,col_21.5_21.03_base_P4,250,249,248,21.5,21.03,-4.01,21.5,21.03,11.83,0.0,0.100358,-0.361288,-0.934682,5.722809,1.589672,0.0,-0.100358,0.361288,0.934682,0.0,-0.0,0.0,0.100358,0.361288,0.934682,5.722809,1.589672,5.722809
I,primera_ejecucion,P4,columna,P.M. 300x300x20,col_31.55_21.03_base_P4,253,252,251,31.55,21.03,-4.01,31.55,21.03,11.83,0.0,0.100358,-0.49061,-0.934682,7.771263,1.589672,0.0,-0.100358,0.49061,0.934682,-0.0,-0.0,0.0,0.100358,0.49061,0.934682,7.771263,1.589672,7.771263
I,primera_ejecucion,P4,columna,P.M. 300x300x20,col_52.08_-0.87_base_P4,256,255,254,52.08,-0.87,-4.01,52.08,-0.87,11.83,0.0,-0.181447,-0.754786,-0.934682,11.955816,-2.874123,0.0,0.181447,0.754786,0.934682,-0.0,-0.0,0.0,0.181447,0.754786,0.934682,11.955816,2.874123,11.955816
I,primera_ejecucion,P1,muro,M 0.2x8.07x2,muro_-0.25_16.15_base_P1,269,268,267,-0.25,16.15,-4.01,-0.25,16.15,-0.05,180.610599,1.962191,1.697166,-0.047051,-11.088399,2.021615,-180.610599,-1.962191,-1.697166,0.047051,4.367622,5.74866,180.610599,1.962191,1.697166,0.047051,11.088399,5.74866,11.088399
I,primera_ejecucion,P1,muro,M 0.2x8.07x2,muro_-0.25_0.0_base_P1,272,271,270,-0.25,0.0,-4.01,-0.25,0.0,-0.05,282.082566,3.028035,3.863332,-0.047051,-13.947737,3.4274,-282.082566,-3.028035,-3.863332,0.047051,-1.351056,8.563619,282.082566,3.028035,3.863332,0.047051,13.947737,8.563619,13.947737
I,primera_ejecucion,P1,muro,M 0.3x8.54x2,muro_40.15_26.33_base_P1,275,274,273,40.15,26.33,-4.01,40.15,26.33,-0.05,426.807939,-0.767633,2.851607,-0.083536,-11.292364,-3.039828,-426.807939,0.767633,-2.851607,0.083536,0.0,-0.0,426.807939,0.767633,2.851607,0.083536,11.292364,3.039828,11.292364
I,primera_ejecucion,P1,muro,M 0.3x8.54x2,muro_40.15_9.25_base_P1,278,277,276,40.15,9.25,-4.01,40.15,9.25,-0.05,426.807939,-0.769248,2.851607,-0.083536,-11.292364,-3.046222,-426.807939,0.769248,-2.851607,0.083536,0.0,0.0,426.807939,0.769248,2.851607,0.083536,11.292364,3.046222,11.292364
I,primera_ejecucion,P1,muro,M 0.3x3.05x2,muro_45.4_-0.2_base_P1,281,280,279,45.4,-0.2,-4.01,45.4,-0.2,-0.05,102.495548,-0.275051,0.111579,-0.003837,-0.441853,-1.0892,-102.495548,0.275051,-0.111579,0.003837,-0.0,-0.0,102.495548,0.275051,0.111579,0.003837,0.441853,1.0892,1.0892
I,primera_ejecucion,P1,muro,M 0.3x3.05x2,muro_45.4_-6.3_base_P1,284,283,282,45.4,-6.3,-4.01,45.4,-6.3,-0.05,102.495548,-0.275257,0.111579,-0.003837,-0.441853,-1.090016,-102.495548,0.275257,-0.111579,0.003837,-0.0,0.0,102.495548,0.275257,0.111579,0.003837,0.441853,1.090016,1.090016
I,primera_ejecucion,P1,muro,M 0.15x1.52x2,muro_38.83_-0.6_base_P1,287,286,285,38.83,-0.6,-4.01,38.83,-0.6,-0.05,358.233626,-0.017192,0.008407,-0.00024,-0.033291,-0.068078,-358.233626,0.017192,-0.008407,0.00024,0.0,-0.0,358.233626,0.017192,0.008407,0.00024,0.033291,0.068078,0.068078
I,primera_ejecucion,P1,muro,M 0.15x1.52x2,muro_38.83_-3.65_base_P1,290,289,288,38.83,-3.65,-4.01,38.83,-3.65,-0.05,358.233626,-0.017198,0.008407,-0.00024,-0.033291,-0.068104,-358.233626,0.017198,-0.008407,0.00024,0.0,-0.0,358.233626,0.017198,0.008407,0.00024,0.033291,0.068104,0.068104
I,primera_ejecucion,P3,muro,M 0.3x1.08x2,muro_3.55_4.0_P3,293,291,292,3.55,4.0,3.91,3.55,4.0,7.87,26.24815,-0.207275,0.057961,0.009346,-0.229524,-0.820809,-26.24815,0.207275,-0.057961,-0.009346,-0.0,-0.0,26.24815,0.207275,0.057961,0.009346,0.229524,0.820809,0.820809
I,primera_ejecucion,P2,muro,M 0.3x1.08x2,muro_3.55_4.0_base_P2,295,294,291,3.55,4.0,-4.01,3.55,4.0,3.91,52.375657,0.122579,0.055232,-0.003061,-0.66696,0.150019,-52.375657,-0.122579,-0.055232,0.003061,0.229524,0.820809,52.375657,0.122579,0.055232,0.003061,0.66696,0.820809,0.820809
I,primera_ejecucion,P3,muro,M 0.3x1.08x2,muro_3.55_6.15_P3,298,296,297,3.55,6.15,3.91,3.55,6.15,7.87,26.24815,-0.20807,0.057961,0.009346,-0.229524,-0.823958,-26.24815,0.20807,-0.057961,-0.009346,-0.0,0.0,26.24815,0.20807,0.057961,0.009346,0.229524,0.823958,0.823958
I,primera_ejecucion,P2,muro,M 0.3x1.08x2,muro_3.55_6.15_base_P2,300,299,296,3.55,6.15,-4.01,3.55,6.15,3.91,52.375657,0.123285,0.055232,-0.003061,-0.66696,0.152458,-52.375657,-0.123285,-0.055232,0.003061,0.229524,0.823958,52.375657,0.123285,0.055232,0.003061,0.66696,0.823958,0.823958
I,primera_ejecucion,P3,muro,M 0.3x1.13x2,muro_6.45_3.9_P3,303,301,302,6.45,3.9,3.91,6.45,3.9,7.87,28.41905,-0.216877,0.082215,0.010644,-0.325572,-0.858833,-28.41905,0.216877,-0.082215,-0.010644,-0.0,-0.0,28.41905,0.216877,0.082215,0.010644,0.325572,0.858833,0.858833
I,primera_ejecucion,P2,muro,M 0.3x1.13x2,muro_6.45_3.9_base_P2,305,304,301,6.45,3.9,-4.01,6.45,3.9,3.91,57.119721,0.128246,0.049297,-0.003486,-0.716007,0.156878,-57.119721,-0.128246,-0.049297,0.003486,0.325572,0.858833,57.119721,0.128246,0.049297,0.003486,0.716007,0.858833,0.858833
I,primera_ejecucion,P3,muro,M 0.3x1.13x2,muro_6.45_6.15_P3,308,306,307,6.45,6.15,3.91,6.45,6.15,7.87,28.41905,-0.217748,0.082215,0.010644,-0.325572,-0.862281,-28.41905,0.217748,-0.082215,-0.010644,-0.0,-0.0,28.41905,0.217748,0.082215,0.010644,0.325572,0.862281,0.862281
I,primera_ejecucion,P2,muro,M 0.3x1.13x2,muro_6.45_6.15_base_P2,310,309,306,6.45,6.15,-4.01,6.45,6.15,3.91,57.119721,0.129019,0.049297,-0.003486,-0.716007,0.159549,-57.119721,-0.129019,-0.049297,0.003486,0.325572,0.862281,57.119721,0.129019,0.049297,0.003486,0.716007,0.862281,0.862281
I,primera_ejecucion,P3,muro,M 0.2x3.47x2,muro_-0.35_3.9_P3,313,311,312,-0.35,3.9,3.91,-0.35,3.9,7.87,61.771963,-0.198491,0.88812,0.195895,-3.516956,-0.786026,-61.771963,0.198491,-0.88812,-0.195895,-0.0,0.0,61.771963,0.198491,0.88812,0.195895,3.516956,0.786026,3.516956
I,primera_ejecucion,P2,muro,M 0.2x3.47x2,muro_-0.35_3.9_base_P2,315,314,311,-0.35,3.9,-4.01,-0.35,3.9,3.91,123.725824,0.117374,1.613828,-0.064153,-16.298472,0.143579,-123.725824,-0.117374,-1.613828,0.064153,3.516956,0.786026,123.725824,0.117374,1.613828,0.064153,16.298472,0.786026,16.298472
I,primera_ejecucion,P3,muro,M 0.2x3.47x2,muro_6.6_3.9_P3,318,316,317,6.6,3.9,3.91,6.6,3.9,7.87,61.771963,-0.198491,1.631393,0.195895,-6.460316,-0.786026,-61.771963,0.198491,-1.631393,-0.195895,-0.0,0.0,61.771963,0.198491,1.631393,0.195895,6.460316,0.786026,6.460316
I,primera_ejecucion,P2,muro,M 0.2x3.47x2,muro_6.6_3.9_base_P2,320,319,316,6.6,3.9,-4.01,6.6,3.9,3.91,123.725824,0.117374,0.954355,-0.064153,-14.018809,0.143579,-123.725824,-0.117374,-0.954355,0.064153,6.460316,0.786026,123.725824,0.117374,0.954355,0.064153,14.018809,0.786026,14.018809
I,primera_ejecucion,P2,muro,M 0.25x0.84x2,muro_3.275_12.266_base_P2,323,322,321,3.275,12.266,-4.01,3.275,12.266,3.91,33.050154,-0.014668,0.039244,-0.001227,-0.310811,-0.116173,-33.050154,0.014668,-0.039244,0.001227,0.0,0.0,33.050154,0.014668,0.039244,0.001227,0.310811,0.116173,0.310811
I,primera_ejecucion,P2,muro,M 0.25x0.84x2,muro_3.275_13.945_base_P2,326,325,324,3.275,13.945,-4.01,3.275,13.945,3.91,33.050154,-0.01463,0.039244,-0.001227,-0.310811,-0.115868,-33.050154,0.01463,-0.039244,0.001227,0.0,0.0,33.050154,0.01463,0.039244,0.001227,0.310811,0.115868,0.310811
I,primera_ejecucion,P2,muro,M 0.25x0.84x2,muro_6.725_12.266_base_P2,329,328,327,6.725,12.266,-4.01,6.725,12.266,3.91,33.050154,-0.014668,0.038351,-0.001227,-0.303742,-0.116173,-33.050154,0.014668,-0.038351,0.001227,0.0,0.0,33.050154,0.014668,0.038351,0.001227,0.303742,0.116173,0.303742
I,primera_ejecucion,P2,muro,M 0.25x0.84x2,muro_6.725_13.945_base_P2,332,331,330,6.725,13.945,-4.01,6.725,13.945,3.91,33.050154,-0.01463,0.038351,-0.001227,-0.303742,-0.115868,-33.050154,0.01463,-0.038351,0.001227,0.0,0.0,33.050154,0.01463,0.038351,0.001227,0.303742,0.115868,0.303742
I,primera_ejecucion,P3,muro,M 0.2x1.72x2,muro_3.275_13.845_P3,335,333,334,3.275,13.845,3.91,3.275,13.845,7.87,31.698325,-0.100281,0.156058,0.024204,-0.617988,-0.397111,-31.698325,0.100281,-0.156058,-0.024204,-0.0,0.0,31.698325,0.100281,0.156058,0.024204,0.617988,0.397111,0.617988
I,primera_ejecucion,P2,muro,M 0.2x1.72x2,muro_3.275_13.845_base_P2,337,336,333,3.275,13.845,-4.01,3.275,13.845,3.91,51.447808,0.059817,0.155331,-0.007927,-1.84821,0.076637,-51.447808,-0.059817,-0.155331,0.007927,0.617988,0.397111,51.447808,0.059817,0.155331,0.007927,1.84821,0.397111,1.84821
I,primera_ejecucion,P3,muro,M 0.2x1.72x2,muro_6.725_13.845_P3,340,338,339,6.725,13.845,3.91,6.725,13.845,7.87,31.698325,-0.100281,0.20119,0.024204,-0.796711,-0.397111,-31.698325,0.100281,-0.20119,-0.024204,-0.0,0.0,31.698325,0.100281,0.20119,0.024204,0.796711,0.397111,0.796711
I,primera_ejecucion,P2,muro,M 0.2x1.72x2,muro_6.725_13.845_base_P2,342,341,338,6.725,13.845,-4.01,6.725,13.845,3.91,51.447808,0.059817,0.115287,-0.007927,-1.709787,0.076637,-51.447808,-0.059817,-0.115287,0.007927,0.796711,0.397111,51.447808,0.059817,0.115287,0.007927,1.709787,0.397111,1.709787
I,primera_ejecucion,P3,muro,M 0.25x0.74x2,muro_3.275_12.266_base_P3,344,322,343,3.275,12.266,-4.01,3.275,12.266,7.87,26.482145,-0.014453,0.015332,0.000301,-0.182141,-0.171699,-26.482145,0.014453,-0.015332,-0.000301,-0.0,-0.0,26.482145,0.014453,0.015332,0.000301,0.182141,0.171699,0.182141
I,primera_ejecucion,P3,muro,M 0.25x0.74x2,muro_3.275_13.745_base_P3,347,346,345,3.275,13.745,-4.01,3.275,13.745,7.87,26.482145,-0.014457,0.015332,0.000301,-0.182141,-0.171755,-26.482145,0.014457,-0.015332,-0.000301,-0.0,0.0,26.482145,0.014457,0.015332,0.000301,0.182141,0.171755,0.182141
I,primera_ejecucion,P3,muro,M 0.25x0.74x2,muro_6.725_12.266_base_P3,349,328,348,6.725,12.266,-4.01,6.725,12.266,7.87,26.482145,-0.014453,0.015427,0.000301,-0.183273,-0.171699,-26.482145,0.014453,-0.015427,-0.000301,0.0,0.0,26.482145,0.014453,0.015427,0.000301,0.183273,0.171699,0.183273
I,primera_ejecucion,P3,muro,M 0.25x0.74x2,muro_6.725_13.745_base_P3,352,351,350,6.725,13.745,-4.01,6.725,13.745,7.87,26.482145,-0.014457,0.015427,0.000301,-0.183273,-0.171755,-26.482145,0.014457,-0.015427,-0.000301,0.0,0.0,26.482145,0.014457,0.015427,0.000301,0.183273,0.171755,0.183273
I,primera_ejecucion,P4,muro,M 0.2x3.40x2,muro_-0.35_4.081_base_P4,355,354,353,-0.35,4.081,-4.01,-0.35,4.081,11.83,54.12868,-0.058763,-11.557291,-32.451338,183.067485,-0.930799,-54.12868,0.058763,11.557291,32.451338,-0.0,-0.0,54.12868,0.058763,11.557291,32.451338,183.067485,0.930799,183.067485
I,primera_ejecucion,P4,muro,M 0.2x3.40x2,muro_6.45_4.081_base_P4,358,357,356,6.45,4.081,-4.01,6.45,4.081,11.83,54.12868,-0.058763,-24.178283,-32.451338,382.984002,-0.930799,-54.12868,0.058763,24.178283,32.451338,0.0,-0.0,54.12868,0.058763,24.178283,32.451338,382.984002,0.930799,382.984002
I,primera_ejecucion,P4,muro,M 0.3x1.08x2,muro_3.55_4.181_base_P4,361,360,359,3.55,4.181,-4.01,3.55,4.181,11.83,23.300425,-0.06202,-0.891129,-1.652657,14.115489,-0.982396,-23.300425,0.06202,0.891129,1.652657,-0.0,-0.0,23.300425,0.06202,0.891129,1.652657,14.115489,0.982396,14.115489
I,primera_ejecucion,P4,muro,M 0.3x1.08x2,muro_3.55_6.331_base_P4,364,363,362,3.55,6.331,-4.01,3.55,6.331,11.83,23.300425,-0.047286,-0.891129,-1.652657,14.115489,-0.749005,-23.300425,0.047286,0.891129,1.652657,0.0,-0.0,23.300425,0.047286,0.891129,1.652657,14.115489,0.749005,14.115489
I,primera_ejecucion,P4,muro,M 0.3x1.08x2,muro_6.45_4.181_base_P4,367,366,365,6.45,4.181,-4.01,6.45,4.181,11.83,28.318978,-0.06202,-1.146319,-1.652657,18.157687,-0.982396,-28.318978,0.06202,1.146319,1.652657,0.0,-0.0,28.318978,0.06202,1.146319,1.652657,18.157687,0.982396,18.157687
I,primera_ejecucion,P4,muro,M 0.3x1.08x2,muro_6.45_6.331_base_P4,370,369,368,6.45,6.331,-4.01,6.45,6.331,11.83,28.318978,-0.047286,-1.146319,-1.652657,18.157687,-0.749005,-28.318978,0.047286,1.146319,1.652657,-0.0,-0.0,28.318978,0.047286,1.146319,1.652657,18.157687,0.749005,18.157687
I,primera_ejecucion,P4,muro,M 0.25x0.79x2,muro_3.275_12.448_base_P4,373,372,371,3.275,12.448,-4.01,3.275,12.448,11.83,29.012718,-0.002279,-0.285633,-0.555887,4.524429,-0.036095,-29.012718,0.002279,0.285633,0.555887,0.0,-0.0,29.012718,0.002279,0.285633,0.555887,4.524429,0.036095,4.524429
I,primera_ejecucion,P4,muro,M 0.25x0.79x2,muro_3.275_14.026_base_P4,376,375,374,3.275,14.026,-4.01,3.275,14.026,11.83,17.456794,0.002315,-0.285633,-0.555887,4.524429,0.036662,-17.456794,-0.002315,0.285633,0.555887,-0.0,-0.0,17.456794,0.002315,0.285633,0.555887,4.524429,0.036662,4.524429
I,primera_ejecucion,P4,muro,M 0.25x0.79x2,muro_6.725_12.448_base_P4,379,378,377,6.725,12.448,-4.01,6.725,12.448,11.83,29.012718,-0.002279,-0.385658,-0.555887,6.108823,-0.036095,-29.012718,0.002279,0.385658,0.555887,0.0,-0.0,29.012718,0.002279,0.385658,0.555887,6.108823,0.036095,6.108823
I,primera_ejecucion,P4,muro,M 0.25x0.79x2,muro_6.725_14.026_base_P4,382,381,380,6.725,14.026,-4.01,6.725,14.026,11.83,17.456794,0.002315,-0.385658,-0.555887,6.108823,0.036662,-17.456794,-0.002315,0.385658,0.555887,0.0,-0.0,17.456794,0.002315,0.385658,0.555887,6.108823,0.036662,6.108823
I,primera_ejecucion,P4,muro,M 0.2x1.72x2,muro_3.275_14.026_base_P4,383,375,374,3.275,14.026,-4.01,3.275,14.026,11.83,30.532796,0.002591,-2.388003,-4.280181,37.825966,0.04104,-30.532796,-0.002591,2.388003,4.280181,-0.0,-0.0,30.532796,0.002591,2.388003,4.280181,37.825966,0.04104,37.825966
I,primera_ejecucion,P4,muro,M 0.2x1.72x2,muro_6.725_14.026_base_P4,384,381,380,6.725,14.026,-4.01,6.725,14.026,11.83,30.532796,0.002591,-3.224249,-4.280181,51.072108,0.04104,-30.532796,-0.002591,3.224249,4.280181,0.0,-0.0,30.532796,0.002591,3.224249,4.280181,51.072108,0.04104,51.072108
I,primera_ejecucion,CP1S,viga,V,H_EI_CP1S_y0000_0.200-10.000,386,385,257,-0.15022726894,16.5005345365,-4.01,9.65,16.501,-4.01,0.0,0.0,-7.531664,0.0,0.0,0.0,0.0,0.0,7.531664,-0.0,73.812017,0.0,0.0,0.0,7.531664,0.0,73.812017,0.0,73.812017
I,primera_ejecucion,CP1S,viga,V,H_EI_CP1S_y0760_0.200-10.000,389,388,9,-0.15022726894,8.900534536499999,-4.01,-0.0,8.9,-4.01,0.0,0.0,-0.953757,0.0,0.0,0.0,0.0,0.0,0.953757,-0.0,0.143281,0.0,0.0,0.0,0.953757,0.0,0.143281,0.0,0.143281
I,primera_ejecucion,CP1S,viga,V,H_EI_CP1S_y0760_0.200-10.000,391,9,390,-0.0,8.9,-4.01,9.64977273106,8.900534536499999,-4.01,0.0,0.0,61.357001,-0.0,-592.08112,0.0,0.0,0.0,-61.357001,0.0,0.0,0.0,0.0,0.0,61.357001,0.0,592.08112,0.0,592.08112
I,primera_ejecucion,CP1S,viga,V,H_EI_CP1S_y1695_0.200-21.600,393,392,258,-0.15022726894,-0.45046546350000227,-4.01,9.65,-0.45,-4.01,0.0,0.0,-133.108062,0.0,0.0,0.0,0.0,0.0,133.108062,-0.0,1304.489259,0.0,0.0,0.0,133.108062,0.0,1304.489259,0.0,1304.489259
I,primera_ejecucion,CP1S,viga,V,H_EI_CP1S_y1695_0.200-21.600,395,258,394,9.65,-0.45,-4.01,21.249772731060002,-0.45046546350000227,-4.01,0.0,0.0,157.556481,0.0,-1827.619378,0.0,0.0,0.0,-157.556481,-0.0,0.0,0.0,0.0,0.0,157.556481,0.0,1827.619378,0.0,1827.619378
I,primera_ejecucion,CP1S,viga,V,H_EI_CP1S_y2732_0.200-21.600,398,396,397,-0.15022726894,-10.819465463500002,-4.01,21.249772731060002,-10.819465463500002,-4.01,9.627117,-0.0,-0.009665,0.0,0.12121,-0.0,-9.627117,0.0,0.009665,-0.0,0.085619,-0.0,9.627117,0.0,0.009665,0.0,0.12121,0.0,0.12121
I,primera_ejecucion,CP1S,viga,V,H_EI_CP1S_y0601_0.700-10.000,401,399,400,0.34999973106000004,15.899999536499998,-4.01,9.649999731060001,15.899999536499998,-4.01,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I,primera_ejecucion,CP1S,viga,V,H_EI_CP1S_y1625_0.700-10.000,404,402,403,0.34999973106000004,0.24999953649999895,-4.01,9.649999731060001,0.24999953649999895,-4.01,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I,primera_ejecucion,CP1S,viga,V,V_EI_CP1S_x0060_0.700-16.150,407,405,406,0.24999573105999995,15.800166536499999,-4.01,0.24999573105999995,0.3499995364999968,-4.01,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I,primera_ejecucion,P1,viga,V,GV_CP1_G3,408,267,17,-0.25,16.15,-0.05,-0.0,16.15,-0.05,0.0,-0.0,178.853106,-4.367622,-5.74866,-0.0,0.0,0.0,-178.853106,4.367622,-38.964617,-0.0,0.0,0.0,178.853106,4.367622,38.964617,0.0,38.964617
I,primera_ejecucion,P1,viga,V,GV_CP1_G3,409,17,31,-0.0,16.15,-0.05,10.0,16.15,-0.05,0.0,-0.0,0.658198,-0.065088,1.146825,-0.0,0.0,0.0,-0.658198,0.065088,-7.728806,-0.0,0.0,0.0,0.658198,0.065088,7.728806,0.0,7.728806
I,primera_ejecucion,P1,viga,V,GV_CP1_G3,410,31,51,10.0,16.15,-0.05,20.0,16.15,-0.05,0.0,-0.0,0.345729,0.01784,-4.788366,-0.0,0.0,0.0,-0.345729,-0.01784,1.331071,-0.0,0.0,0.0,0.345729,0.01784,4.788366,0.0,4.788366
I,primera_ejecucion,P1,viga,V,GV_CP1_G3,411,51,65,20.0,16.15,-0.05,30.0,16.15,-0.05,0.0,0.0,-1.335726,0.00041,8.190974,0.0,0.0,-0.0,1.335726,-0.00041,5.166288,0.0,0.0,0.0,1.335726,0.00041,8.190974,0.0,8.190974
I,primera_ejecucion,P1,viga,V,GV_CP1_G3,412,65,86,30.0,16.15,-0.05,40.0,16.15,-0.05,0.0,-0.0,-1.410688,0.00061,6.812561,-0.0,0.0,0.0,1.410688,-0.00061,7.294314,-0.0,0.0,0.0,1.410688,0.00061,7.294314,0.0,7.294314
I,primera_ejecucion,P1,viga,V,GV_CP1_G3,413,86,107,40.0,16.15,-0.05,45.0,16.15,-0.05,0.0,0.0,-5.446404,0.0891,12.651069,0.0,0.0,-0.0,5.446404,-0.0891,14.580952,0.0,0.0,0.0,5.446404,0.0891,14.580952,0.0,14.580952
I,primera_ejecucion,P1,viga,V,GV_CP1_G3,415,107,414,45.0,16.15,-0.05,45.35,16.15,-0.05,0.0,0.0,2.46049,-0.0,-0.861171,0.0,0.0,-0.0,-2.46049,0.0,0.0,0.0,0.0,0.0,2.46049,0.0,0.861171,0.0,0.861171
I,primera_ejecucion,P1,viga,V,GV_CP1_G2,417,416,10,-0.25,8.899999999999999,-0.05,-0.0,8.9,-0.05,0.0,-0.0,-3.473449,-0.0,-0.0,-0.0,0.0,0.0,3.473449,0.0,0.868362,-0.0,0.0,0.0,3.473449,0.0,0.868362,0.0,0.868362
I,primera_ejecucion,P1,viga,V,GV_CP1_G2,418,10,24,-0.0,8.9,-0.05,10.0,8.9,-0.05,0.0,-0.0,1.699541,-0.008487,-6.47366,-0.0,0.0,0.0,-1.699541,0.008487,-10.521746,-0.0,0.0,0.0,1.699541,0.008487,10.521746,0.0,10.521746
I,primera_ejecucion,P1,viga,V,GV_CP1_G2,419,24,58,10.0,8.9,-0.05,20.0,8.9,-0.05,0.0,-0.0,0.409561,0.028456,-4.12696,-0.0,0.0,0.0,-0.409561,-0.028456,0.031352,-0.0,0.0,0.0,0.409561,0.028456,4.12696,0.0,4.12696
