nodo,direccion,valor_kN
216,comp_5,-7.882477676992771
218,comp_0,-0.02542270098026186
218,comp_1,1.7122744189444221
218,comp_2,0.0
218,comp_3,3.552713678800501e-14
218,comp_4,-1.358357870628879e-13
218,comp_5,7.882477676992771
219,comp_0,0.02542270098026186
219,comp_1,-1.7122744189444221
219,comp_2,0.0
219,comp_3,27.12242679607961
219,comp_4,0.4026955835274837
219,comp_5,-7.882477676992771
221,comp_0,-0.025422700980261368
221,comp_1,2.7175899067763716
221,comp_2,0.0
221,comp_3,3.552713678800501e-15
221,comp_4,-1.4105383527862614e-13
221,comp_5,7.882477676992771
222,comp_0,0.025422700980261368
222,comp_1,-2.7175899067763716
222,comp_2,0.0
222,comp_3,43.04662412333772
222,comp_4,0.4026955835274811
222,comp_5,-7.882477676992771
224,comp_0,-0.02542270098026172
224,comp_1,3.7229053946083246
224,comp_2,0.0
224,comp_3,7.105427357601002e-15
224,comp_4,-1.3733458814613186e-13
224,comp_5,7.882477676992771
225,comp_0,0.02542270098026172
225,comp_1,-3.7229053946083246
225,comp_2,0.0
225,comp_3,58.97082145059585
225,comp_4,0.4026955835274829
225,comp_5,-7.882477676992771
227,comp_0,-0.02542270098026226
227,comp_1,4.728220882440277
227,comp_2,0.0
227,comp_3,7.105427357601002e-15
